method,relaxations,time
Djikstra,9640,0.002374615
Djikstra,598747,0.10529225
Djikstra,136745,0.022133455
Djikstra,1036591,0.16737705
Djikstra,1070972,0.1751097
Djikstra,1038199,0.18351614
Djikstra,93000,0.015361785
Djikstra,729796,0.1154935
Djikstra,187367,0.02730628
Djikstra,635858,0.11646024
Djikstra,876219,0.15096112
Djikstra,777837,0.13963418
Djikstra,435982,0.0904117
Djikstra,257527,0.04298118
Djikstra,852767,0.13114329
Djikstra,453773,0.07762795
Djikstra,329658,0.08166542
Djikstra,808341,0.14386728
Djikstra,1002520,0.1590884
Djikstra,145229,0.021322642
Djikstra,510215,0.080040626
Djikstra,361980,0.07491928
Djikstra,233518,0.057233863
Djikstra,842709,0.17880641
Djikstra,444724,0.096445985
Djikstra,875810,0.17997737
Djikstra,151760,0.03824626
Djikstra,128296,0.026829245
Djikstra,219221,0.046003457
Djikstra,446722,0.08914253
Djikstra,6603,0.002054888
Djikstra,896134,0.13450345
Djikstra,904063,0.2019629
Djikstra,536128,0.08296585
Djikstra,233085,0.036811415
Djikstra,1046893,0.15642844
Djikstra,324406,0.046008073
Djikstra,1155495,0.1986998
Djikstra,598591,0.08686792
Djikstra,927571,0.1555145
Djikstra,637538,0.089009315
Djikstra,576071,0.080228016
Djikstra,295784,0.045602817
Djikstra,1038680,0.16957188
Djikstra,282908,0.043265093
Djikstra,483752,0.073876224
Djikstra,11187,0.002345848
Djikstra,523927,0.07610458
Djikstra,251960,0.03628736
Djikstra,191815,0.031114528
Djikstra,386306,0.07583668
Djikstra,874683,0.15431055
Djikstra,1036298,0.19182481
Djikstra,872926,0.14313607
Djikstra,893422,0.16930914
Djikstra,859215,0.13569508
Djikstra,979504,0.20328407
Djikstra,218169,0.03885726
Djikstra,235366,0.034965787
Djikstra,149730,0.023945343
Djikstra,118424,0.019863611
Djikstra,796084,0.11647832
Djikstra,1119047,0.18568192
Djikstra,899799,0.15320843
Djikstra,129368,0.018716574
Djikstra,536074,0.07925649
Djikstra,63677,0.008625456
Djikstra,1014702,0.16938005
Djikstra,398914,0.0632777
Djikstra,286891,0.046357155
Djikstra,565725,0.113854766
Djikstra,358397,0.05884405
Djikstra,779590,0.119326994
Djikstra,1129556,0.19905163
Djikstra,263789,0.051919248
Djikstra,286157,0.061508562
Djikstra,1117971,0.18561402
Djikstra,154465,0.026491959
DjikstraBirectional,1038504,0.3446516
DjikstraBirectional,577564,0.18848875
DjikstraBirectional,116709,0.04451789
DjikstraBirectional,150834,0.058855437
DjikstraBirectional,763942,0.25472847
DjikstraBirectional,745728,0.19223635
DjikstraBirectional,382898,0.06630663
DjikstraBirectional,951083,0.23119602
DjikstraBirectional,843901,0.19726318
DjikstraBirectional,29151,0.007606555
DjikstraBirectional,647294,0.16415153
DjikstraBirectional,1025798,0.23487444
DjikstraBirectional,36395,0.010691416
DjikstraBirectional,49444,0.016581468
DjikstraBirectional,212055,0.06116341
DjikstraBirectional,897408,0.18800373
DjikstraBirectional,636485,0.18911995
DjikstraBirectional,421495,0.12610058
DjikstraBirectional,294300,0.1428157
DjikstraBirectional,333046,0.1191067
DjikstraBirectional,281980,0.090959065
DjikstraBirectional,27115,0.012860666
DjikstraBirectional,885255,0.22846673
DjikstraBirectional,298951,0.13300417
DjikstraBirectional,940097,0.21860476
DjikstraBirectional,1057462,0.30382538
DjikstraBirectional,126512,0.036190867
DjikstraBirectional,291020,0.09533075
DjikstraBirectional,853682,0.21144973
DjikstraBirectional,783293,0.29559788
DjikstraBirectional,254021,0.13343716
DjikstraBirectional,394670,0.08472903
DjikstraBirectional,540419,0.15191334
DjikstraBirectional,110577,0.0341648
DjikstraBirectional,47857,0.03550656
DjikstraBirectional,912398,0.27491668
DjikstraBirectional,219952,0.05112641
DjikstraBirectional,537389,0.18901883
DjikstraBirectional,35057,0.01028742
DjikstraBirectional,18882,0.006196368
DjikstraBirectional,257290,0.05789745
DjikstraBirectional,953230,0.27191618
DjikstraBirectional,100649,0.021943992
DjikstraBirectional,163991,0.077545464
DjikstraBirectional,727767,0.2563873
DjikstraBirectional,860719,0.25022706
DjikstraBirectional,263248,0.060502443
DjikstraBirectional,259496,0.06703167
DjikstraBirectional,939975,0.22481206
DjikstraBirectional,1075099,0.21994734
DjikstraBirectional,49412,0.011734396
DjikstraBirectional,321468,0.07477692
DjikstraBirectional,20529,0.009677922
DjikstraBirectional,643342,0.15814917
DjikstraBirectional,970841,0.23624441
DjikstraBirectional,940051,0.32954076
DjikstraBirectional,257904,0.05373465
DjikstraBirectional,122528,0.023987148
DjikstraBirectional,589747,0.21727337
DjikstraBirectional,752029,0.3001927
DjikstraBirectional,671152,0.19007865
DjikstraBirectional,907418,0.25966716
DjikstraBirectional,955973,0.29915228
DjikstraBirectional,160126,0.0298292
DjikstraBirectional,806464,0.1756076
DjikstraBirectional,637896,0.1399273
DjikstraBirectional,365883,0.09549444
DjikstraBirectional,500976,0.11883765
DjikstraBirectional,3084,0.002356966
DjikstraBirectional,363316,0.09950256
DjikstraBirectional,554371,0.164571
DjikstraBirectional,333711,0.09555371
DjikstraBirectional,785294,0.17607026
DjikstraBirectional,400345,0.090208225
DjikstraBirectional,950265,0.24233127
DjikstraBirectional,152003,0.03456775
DjikstraBirectional,49556,0.011755722
DjikstraBirectional,340144,0.0888158
DjikstraBirectional,961872,0.19661953
DjikstraBirectional,871622,0.19836806
DjikstraBirectional,39443,0.011770996
DjikstraBirectional,77696,0.025338879
DjikstraBirectional,986322,0.22391802
DjikstraBirectional,210535,0.04371855
DjikstraBirectional,444658,0.09642321
DjikstraBirectional,155426,0.044613454
DjikstraBirectional,1091563,0.27630025
DjikstraBirectional,929375,0.20800243
DjikstraBirectional,544191,0.117678694
DjikstraBirectional,326590,0.07656818
DjikstraBirectional,362401,0.087037936
DjikstraBirectional,78541,0.021420887
DjikstraBirectional,239408,0.05252175
DjikstraBirectional,456904,0.10760816
DjikstraBirectional,915257,0.22461842
DjikstraBirectional,972458,0.26384783
DjikstraBirectional,190753,0.03902633
DjikstraBirectional,864963,0.18524486
DjikstraBirectional,15698,0.004064535
DjikstraBirectional,33326,0.010495035
DjikstraBirectional,14425,0.004893284
DjikstraBirectional,206504,0.04899924
DjikstraBirectional,42593,0.014818904
DjikstraBirectional,93657,0.02412498
DjikstraBirectional,218026,0.042416584
DjikstraBirectional,265465,0.052085362
DjikstraBirectional,20311,0.005525851
DjikstraBirectional,523812,0.0976862
DjikstraBirectional,829971,0.27684212
DjikstraBirectional,314731,0.08998281
DjikstraBirectional,583936,0.17211694
DjikstraBirectional,849929,0.16159569
DjikstraBirectional,313504,0.08014829
DjikstraBirectional,887484,0.21236457
DjikstraBirectional,1011725,0.21542542
DjikstraBirectional,981079,0.24593952
DjikstraBirectional,427553,0.11950207
DjikstraBirectional,175225,0.038531628
DjikstraBirectional,956805,0.21901983
DjikstraBirectional,500174,0.14662576
DjikstraBirectional,273952,0.07146498
DjikstraBirectional,969146,0.2192209
DjikstraBirectional,51915,0.011930664
DjikstraBirectional,1019119,0.24575514
DjikstraBirectional,865478,0.27140388
DjikstraBirectional,413144,0.07715384
DjikstraBirectional,982781,0.19830072
DjikstraBirectional,1012697,0.22595437
DjikstraBirectional,503413,0.13907571
DjikstraBirectional,303731,0.06853852
DjikstraBirectional,911937,0.19461213
DjikstraBirectional,871608,0.22130871
DjikstraBirectional,104860,0.02471738
DjikstraBirectional,42025,0.010687367
DjikstraBirectional,188562,0.058534984
DjikstraBirectional,442018,0.09298236
DjikstraBirectional,106943,0.022838524
DjikstraBirectional,851062,0.23510407
DjikstraBirectional,366843,0.10918567
DjikstraBirectional,759074,0.15728925
DjikstraBirectional,387426,0.07510116
DjikstraBirectional,940469,0.21627113
DjikstraBirectional,187959,0.045328375
DjikstraBirectional,983239,0.22888526
DjikstraBirectional,228946,0.041920703
DjikstraBirectional,159387,0.035374522
DjikstraBirectional,285929,0.050219823
DjikstraBirectional,454690,0.120559864
DjikstraBirectional,277962,0.06885888
DjikstraBirectional,154203,0.044372983
DjikstraBirectional,194264,0.05701513
DjikstraBirectional,93151,0.016186344
DjikstraBirectional,544472,0.14488035
DjikstraBirectional,89688,0.018919488
DjikstraBirectional,892177,0.21493955
DjikstraBirectional,235214,0.039693873
DjikstraBirectional,444666,0.12384289
DjikstraBirectional,367912,0.09710602
DjikstraBirectional,682347,0.16211946
DjikstraBirectional,285086,0.054118074
DjikstraBirectional,647039,0.18861273
DjikstraBirectional,458116,0.123998076
DjikstraBirectional,1008953,0.25632378
DjikstraBirectional,951993,0.18579197
DjikstraBirectional,715040,0.14994246
DjikstraBirectional,910675,0.18854131
DjikstraBirectional,164227,0.041163515
DjikstraBirectional,196939,0.09193376
DjikstraBirectional,877086,0.19410431
DjikstraBirectional,624520,0.13560623
DjikstraBirectional,974547,0.23007227
DjikstraBirectional,520600,0.15504123
DjikstraBirectional,78550,0.021562612
DjikstraBirectional,135498,0.03388792
DjikstraBirectional,1026149,0.29426205
DjikstraBirectional,1038833,0.25311312
DjikstraBirectional,53543,0.016574003
DjikstraBirectional,116574,0.024280207
DjikstraBirectional,40365,0.010371877
DjikstraBirectional,339713,0.09885309
DjikstraBirectional,91680,0.017064648
DjikstraBirectional,581454,0.11696794
DjikstraBirectional,971552,0.2370458
DjikstraBirectional,383222,0.070763506
DjikstraBirectional,342797,0.100549735
DjikstraBirectional,150280,0.052327335
DjikstraBirectional,889528,0.2510141
DjikstraBirectional,200821,0.045381967
DjikstraBirectional,880186,0.20375176
DjikstraBirectional,60803,0.019428669
DjikstraBirectional,248585,0.045136448
DjikstraBirectional,140112,0.03574767
DjikstraBirectional,33992,0.011166251
DjikstraBirectional,267690,0.06938194
DjikstraBirectional,42381,0.012846714
DjikstraBirectional,911742,0.2066465
DjikstraBirectional,928819,0.17958613
DjikstraBirectional,349764,0.062523395
DjikstraBirectional,928628,0.22981796
DjikstraBirectional,623064,0.16492216
DjikstraBirectional,29343,0.0075222
DjikstraBirectional,963885,0.21787938
DjikstraBirectional,116766,0.02188602
DjikstraBirectional,1030329,0.23341195
DjikstraBirectional,880553,0.21584798
DjikstraBirectional,436305,0.10426083
DjikstraBirectional,147165,0.031690866
DjikstraBirectional,327043,0.065208666
DjikstraBirectional,534606,0.13545552
DjikstraBirectional,199243,0.05629673
DjikstraBirectional,864098,0.18324986
DjikstraBirectional,29061,0.006023212
DjikstraBirectional,955093,0.2201386
DjikstraBirectional,847230,0.22851849
DjikstraBirectional,712601,0.13847414
DjikstraBirectional,78812,0.017683813
DjikstraBirectional,663446,0.18347451
DjikstraBirectional,612199,0.14919192
DjikstraBirectional,19807,0.007991574
DjikstraBirectional,545602,0.11872513
DjikstraBirectional,318630,0.062044024
DjikstraBirectional,99749,0.021534603
DjikstraBirectional,433845,0.16332492
DjikstraBirectional,300055,0.06784616
DjikstraBirectional,361075,0.06921735
DjikstraBirectional,11431,0.004200074
DjikstraBirectional,122865,0.020999182
DjikstraBirectional,77222,0.018388217
DjikstraBirectional,465847,0.12903012
DjikstraBirectional,599189,0.12533629
DjikstraBirectional,1018624,0.2643907
DjikstraBirectional,423718,0.10481069
DjikstraBirectional,270468,0.08214534
DjikstraBirectional,926032,0.17693475
DjikstraBirectional,108002,0.017884389
DjikstraBirectional,565216,0.15541926
DjikstraBirectional,926595,0.21573502
DjikstraBirectional,456827,0.12104915
DjikstraBirectional,799394,0.22101274
DjikstraBirectional,368006,0.07858614
DjikstraBirectional,389122,0.0900384
DjikstraBirectional,988626,0.19393785
DjikstraBirectional,182738,0.080249324
DjikstraBirectional,133257,0.040992748
DjikstraBirectional,253810,0.07289701
DjikstraBirectional,13738,0.004658085
DjikstraBirectional,749675,0.1997127
DjikstraBirectional,33577,0.011200077
DjikstraBirectional,178484,0.032849807
DjikstraBirectional,337438,0.08637696
DjikstraBirectional,995175,0.22099623
DjikstraBirectional,274603,0.06897893
DjikstraBirectional,458377,0.09149398
DjikstraBirectional,797902,0.25592497
DjikstraBirectional,51734,0.009674174
DjikstraBirectional,119446,0.020907167
DjikstraBirectional,106127,0.017681692
DjikstraBirectional,860175,0.17077038
DjikstraBirectional,955184,0.24898326
DjikstraBirectional,171174,0.033224117
DjikstraBirectional,280105,0.056929223
DjikstraBirectional,262720,0.049421884
DjikstraBirectional,842453,0.22198077
DjikstraBirectional,956590,0.19205305
DjikstraBirectional,932709,0.21084411
DjikstraBirectional,190785,0.03254522
DjikstraBirectional,335239,0.09111217
DjikstraBirectional,411922,0.11831551
DjikstraBirectional,858182,0.1753844
DjikstraBirectional,465304,0.09922552
DjikstraBirectional,357535,0.060745127
DjikstraBirectional,155187,0.040622957
DjikstraBirectional,258773,0.07042933
DjikstraBirectional,388056,0.08316864
DjikstraBirectional,10875,0.003433848
DjikstraBirectional,976291,0.23049584
DjikstraBirectional,886218,0.21050535
DjikstraBirectional,736920,0.1449377
DjikstraBirectional,1006979,0.21056484
DjikstraBirectional,197505,0.05204149
DjikstraBirectional,219448,0.04871056
DjikstraBirectional,968232,0.26743683
DjikstraBirectional,61383,0.020447336
DjikstraBirectional,28208,0.009936534
DjikstraBirectional,32427,0.00901416
DjikstraBirectional,829738,0.1891917
DjikstraBirectional,289178,0.057780504
DjikstraBirectional,852270,0.21523774
DjikstraBirectional,644045,0.12452823
DjikstraBirectional,267118,0.088606335
DjikstraBirectional,1106,0.008538131
DjikstraBirectional,103378,0.026827227
DjikstraBirectional,945711,0.25630152
DjikstraBirectional,929884,0.17421076
DjikstraBirectional,145068,0.024860526
DjikstraBirectional,882158,0.22847004
DjikstraBirectional,275715,0.049039416
DjikstraBirectional,329153,0.06522342
DjikstraBirectional,935095,0.22915637
DjikstraBirectional,917947,0.25561076
DjikstraBirectional,233398,0.04450801
DjikstraBirectional,891125,0.1841753
DjikstraBirectional,956006,0.26552203
DjikstraBirectional,19670,0.007850248
DjikstraBirectional,376046,0.107848875
DjikstraBirectional,855414,0.18238994
DjikstraBirectional,1104509,0.2884486
DjikstraBirectional,396645,0.094206765
DjikstraBirectional,761774,0.17704365
DjikstraBirectional,343453,0.06308664
DjikstraBirectional,792084,0.22253901
DjikstraBirectional,49958,0.012232067
DjikstraBirectional,22161,0.006355417
DjikstraBirectional,55609,0.017218916
DjikstraBirectional,13107,0.0054696
DjikstraBirectional,18634,0.007637485
DjikstraBirectional,216842,0.048247706
DjikstraBirectional,429524,0.11615994
DjikstraBirectional,312920,0.05566436
DjikstraBirectional,249845,0.07112191
DjikstraBirectional,5685,0.004450508
DjikstraBirectional,238222,0.055719282
DjikstraBirectional,321062,0.10304646
DjikstraBirectional,1016063,0.26283848
DjikstraBirectional,279032,0.08015745
DjikstraBirectional,27013,0.010047019
DjikstraBirectional,255603,0.067190066
DjikstraBirectional,998991,0.2381839
DjikstraBirectional,386187,0.101928085
DjikstraBirectional,844129,0.22161344
DjikstraBirectional,300421,0.05903424
DjikstraBirectional,142005,0.028645791
DjikstraBirectional,256353,0.052284177
DjikstraBirectional,193978,0.046991143
DjikstraBirectional,1022320,0.26579636
DjikstraBirectional,945478,0.21031208
DjikstraBirectional,727013,0.15999113
DjikstraBirectional,336751,0.066594385
DjikstraBirectional,431104,0.1238808
DjikstraBirectional,964449,0.18600845
DjikstraBirectional,544197,0.12576829
DjikstraBirectional,183189,0.035281446
DjikstraBirectional,1072601,0.30108714
DjikstraBirectional,115226,0.022329656
DjikstraBirectional,748028,0.15024608
DjikstraBirectional,104027,0.017430795
DjikstraBirectional,1052861,0.3066553
DjikstraBirectional,129447,0.02792784
DjikstraBirectional,533844,0.0970706
DjikstraBirectional,32456,0.006467243
DjikstraBirectional,301574,0.05914812
DjikstraBirectional,460091,0.11389804
DjikstraBirectional,1069767,0.2232752
DjikstraBirectional,124081,0.02085799
DjikstraBirectional,3096,0.003028756
DjikstraBirectional,899521,0.24969923
DjikstraBirectional,48316,0.01279128
DjikstraBirectional,636755,0.11256032
DjikstraBirectional,239490,0.04560611
DjikstraBirectional,47048,0.012048734
DjikstraBirectional,837874,0.23361968
DjikstraBirectional,219933,0.040267784
DjikstraBirectional,378714,0.077287376
DjikstraBirectional,97220,0.0176294
DjikstraBirectional,212482,0.05403802
DjikstraBirectional,69625,0.022304736
DjikstraBirectional,77833,0.021905389
DjikstraBirectional,52782,0.014541646
DjikstraBirectional,781005,0.2214963
DjikstraBirectional,308834,0.06676545
DjikstraBirectional,909242,0.20483646
DjikstraBirectional,119088,0.020873856
DjikstraBirectional,32766,0.006460178
DjikstraBirectional,371726,0.11099543
DjikstraBirectional,248819,0.063245885
DjikstraBirectional,124935,0.029062627
DjikstraBirectional,918050,0.206025
DjikstraBirectional,1005827,0.23153768
DjikstraBirectional,127976,0.03458452
DjikstraBirectional,103240,0.02521056
DjikstraBirectional,941717,0.22748713
DjikstraBirectional,868922,0.20063254
DjikstraBirectional,321576,0.09185949
DjikstraBirectional,616946,0.15194587
DjikstraBirectional,900577,0.17282937
DjikstraBirectional,368811,0.123740874
DjikstraBirectional,417392,0.13918838
DjikstraBirectional,833568,0.20035687
DjikstraBirectional,406494,0.07430639
DjikstraBirectional,325072,0.06285006
DjikstraBirectional,254242,0.06813207
DjikstraBirectional,364656,0.10909543
DjikstraBirectional,214404,0.0625591
DjikstraBirectional,138562,0.03584919
DjikstraBirectional,460285,0.10156443
DjikstraBirectional,767150,0.24580191
DjikstraBirectional,505435,0.1753912
DjikstraBirectional,280108,0.08418046
DjikstraBirectional,259108,0.08238161
DjikstraBirectional,672102,0.20432287
DjikstraBirectional,71312,0.01750536
DjikstraBirectional,414471,0.13398902
DjikstraBirectional,985162,0.3266879
DjikstraBirectional,263706,0.07914389
DjikstraBirectional,360127,0.08777603
DjikstraBirectional,94667,0.032591447
DjikstraBirectional,567715,0.18949413
DjikstraBirectional,297740,0.09484005
DjikstraBirectional,646082,0.18271868
DjikstraBirectional,1007257,0.4475969
DjikstraBirectional,849794,0.28074476
DjikstraBirectional,282,0.002332074
DjikstraBirectional,823158,0.28107238
DjikstraBirectional,109867,0.025122916
DjikstraBirectional,989502,0.45768532
DjikstraBirectional,927200,0.44114193
DjikstraBirectional,972252,0.73407984
DjikstraBirectional,36333,0.020030487
DjikstraBirectional,520300,0.4177402
DjikstraBirectional,531902,0.3249527
DjikstraBirectional,400623,0.23941581
DjikstraBirectional,160802,0.056075767
DjikstraBirectional,760338,0.29866776
DjikstraBirectional,63433,0.019877467
DjikstraBirectional,672324,0.60807073
DjikstraBirectional,47771,0.048209865
DjikstraBirectional,888303,0.60096693
DjikstraBirectional,976381,0.49754664
DjikstraBirectional,399933,0.111666754
DjikstraBirectional,171246,0.061576944
DjikstraBirectional,349475,0.2572422
DjikstraBirectional,486316,0.3477953
DjikstraBirectional,1105283,0.4921255
DjikstraBirectional,331663,0.10520898
DjikstraBirectional,838227,0.30639425
DjikstraBirectional,887257,0.7485639
DjikstraBirectional,277153,0.14149348
DjikstraBirectional,313438,0.22499847
DjikstraBirectional,1021284,0.44193137
DjikstraBirectional,830154,0.39563632
DjikstraBirectional,927987,0.3499152
DjikstraBirectional,537166,0.15422606
DjikstraBirectional,930179,0.3570732
DjikstraBirectional,427449,0.2744831
DjikstraBirectional,769597,0.604534
DjikstraBirectional,107299,0.05272775
DjikstraBirectional,210773,0.081437625
DjikstraBirectional,239168,0.11567102
DjikstraBirectional,287081,0.34780028
DjikstraBirectional,864482,0.40680474
DjikstraBirectional,526223,0.21055517
DjikstraBirectional,570994,0.25102624
DjikstraBirectional,361212,0.150564
DjikstraBirectional,252195,0.11227636
DjikstraBirectional,832230,0.23442033
DjikstraBirectional,960547,0.3751103
DjikstraBirectional,970968,0.2738213
DjikstraBirectional,78827,0.02236115
DjikstraBirectional,540789,0.17020197
DjikstraBirectional,1023438,0.31544417
DjikstraBirectional,62313,0.018894875
DjikstraBirectional,114447,0.028997747
DjikstraBirectional,850038,0.28100285
DjikstraBirectional,74814,0.03351533
DjikstraBirectional,1016470,0.33005652
DjikstraBirectional,243144,0.086058654
DjikstraBirectional,426880,0.10652035
DjikstraBirectional,486267,0.14721397
DjikstraBirectional,19057,0.007749687
DjikstraBirectional,990750,0.2942711
DjikstraBirectional,16015,0.004832602
DjikstraBirectional,844235,0.3003502
DjikstraBirectional,69459,0.022380143
DjikstraBirectional,7565,0.004933146
DjikstraBirectional,132077,0.047852885
DjikstraBirectional,961660,0.30627757
DjikstraBirectional,242089,0.048144683
DjikstraBirectional,943319,0.287861
DjikstraBirectional,491939,0.10280146
DjikstraBirectional,224018,0.040433303
DjikstraBirectional,967291,0.20969899
DjikstraBirectional,108176,0.026332155
DjikstraBirectional,1020054,0.25645196
DjikstraBirectional,267097,0.062015805
DjikstraBirectional,522716,0.14156513
DjikstraBirectional,798319,0.22085702
DjikstraBirectional,144917,0.037538335
DjikstraBirectional,288762,0.07760726
DjikstraBirectional,569558,0.12641534
DjikstraBirectional,911118,0.22087461
DjikstraBirectional,4026,0.003218201
DjikstraBirectional,368990,0.09622556
DjikstraBirectional,986497,0.22246055
DjikstraBirectional,363751,0.11230922
DjikstraBirectional,184149,0.05250363
DjikstraBirectional,866852,0.2162721
DjikstraBirectional,255772,0.05109564
DjikstraBirectional,443066,0.102872774
DjikstraBirectional,20475,0.005416646
DjikstraBirectional,428644,0.111384206
DjikstraBirectional,564255,0.13643445
DjikstraBirectional,612284,0.13895525
DjikstraBirectional,866638,0.17846009
DjikstraBirectional,1008563,0.24434367
DjikstraBirectional,63330,0.012151949
DjikstraBirectional,990025,0.2399448
DjikstraBirectional,973083,0.26857767
DjikstraBirectional,343616,0.08047336
DjikstraBirectional,881790,0.1656946
DjikstraBirectional,394235,0.0762137
DjikstraBirectional,371199,0.13536775
DjikstraBirectional,143958,0.042271882
DjikstraBirectional,363133,0.10155435
DjikstraBirectional,364993,0.09126408
DjikstraBirectional,140768,0.027365193
DjikstraBirectional,358260,0.06999829
DjikstraBirectional,575173,0.14625561
DjikstraBirectional,56185,0.01369053
DjikstraBirectional,195652,0.05306013
DjikstraBirectional,56521,0.013228343
DjikstraBirectional,565982,0.12205608
DjikstraBirectional,829216,0.18070917
DjikstraBirectional,960171,0.26020482
DjikstraBirectional,87297,0.014599842
DjikstraBirectional,115358,0.022807444
DjikstraBirectional,18369,0.005082286
DjikstraBirectional,937950,0.24891518
DjikstraBirectional,967073,0.2621451
DjikstraBirectional,16954,0.004516594
DjikstraBirectional,578056,0.14968301
DjikstraBirectional,345361,0.1194115
DjikstraBirectional,172325,0.05244392
DjikstraBirectional,146115,0.037942927
DjikstraBirectional,472662,0.11816342
DjikstraBirectional,271662,0.045381874
DjikstraBirectional,926955,0.2660289
DjikstraBirectional,143099,0.034595244
DjikstraBirectional,909784,0.21817502
DjikstraBirectional,145721,0.028472392
DjikstraBirectional,485061,0.10715829
DjikstraBirectional,260333,0.079095736
DjikstraBirectional,103205,0.03214627
DjikstraBirectional,36539,0.012935063
DjikstraBirectional,783762,0.23726673
DjikstraBirectional,847691,0.25191048
DjikstraBirectional,84375,0.019529397
DjikstraBirectional,261202,0.08688494
DjikstraBirectional,202539,0.07076191
DjikstraBirectional,287021,0.07146762
DjikstraBirectional,569568,0.13469015
DjikstraBirectional,121750,0.02847354
DjikstraBirectional,19194,0.006591933
DjikstraBirectional,686540,0.24774982
DjikstraBirectional,841689,0.21691026
DjikstraBirectional,952736,0.27167085
DjikstraBirectional,468072,0.14255023
DjikstraBirectional,196498,0.0655377
DjikstraBirectional,41494,0.009247414
DjikstraBirectional,885271,0.51206404
DjikstraBirectional,332812,0.14918078
DjikstraBirectional,487015,0.33316633
DjikstraBirectional,190559,0.06847264
DjikstraBirectional,227478,0.06790934
DjikstraBirectional,373986,0.16358505
DjikstraBirectional,1060137,0.51648057
DjikstraBirectional,325697,0.12369609
DjikstraBirectional,618067,0.30947316
DjikstraBirectional,547031,0.2338807
DjikstraBirectional,900249,0.47282097
DjikstraBirectional,888396,0.345289
DjikstraBirectional,90888,0.033022918
DjikstraBirectional,902415,0.33972588
DjikstraBirectional,971346,0.43964455
DjikstraBirectional,851595,0.3259333
DjikstraBirectional,284867,0.095762126
DjikstraBirectional,243816,0.089995965
DjikstraBirectional,43772,0.02714916
