method,relaxations,time
Dijkstra,240009652,0.004859
Dijkstra,240299707,0.170745
Dijkstra,240374553,0.0365399
Dijkstra,240617440,0.1267661
Dijkstra,240712473,0.0598809
Dijkstra,241241693,0.3202716
Dijkstra,241482527,0.1535412
Dijkstra,241751956,0.1624099
Dijkstra,241948490,0.1038526
Dijkstra,241978325,0.0131189
Dijkstra,242310089,0.1878082
Dijkstra,242366644,0.0245196
Dijkstra,242720953,0.2088914
Dijkstra,242920329,0.1089804
Dijkstra,243472274,0.3519301
Dijkstra,243880291,0.2197222
Dijkstra,244172703,0.1780037
Dijkstra,244207400,0.0197833
Dijkstra,244274698,0.0320413
Dijkstra,244549099,0.1210645
Dijkstra,245048064,0.2036602
Dijkstra,245340241,0.13042
Dijkstra,245646892,0.141193
Dijkstra,245899813,0.1129695
Dijkstra,246457619,0.2340239
Dijkstra,246461592,0.0022607
Dijkstra,246582757,0.051062
Dijkstra,246963405,0.2097098
Dijkstra,247091832,0.0708704
Dijkstra,247124843,0.0167847
Dijkstra,247249014,0.0606801
Dijkstra,247694003,0.2065934
Dijkstra,247783944,0.0438543
Dijkstra,248130987,0.1606952
Dijkstra,248312917,0.0807607
Dijkstra,248513703,0.1077527
Dijkstra,248884603,0.2556776
Dijkstra,249050681,0.0926946
Dijkstra,249314267,0.1372558
Dijkstra,249461608,0.0760973
Dijkstra,249753566,0.1220582
Dijkstra,249975632,0.1067964
Dijkstra,250381382,0.1989981
Dijkstra,250707615,0.1457942
Dijkstra,250845604,0.0611748
Dijkstra,251006922,0.0773235
Dijkstra,251087220,0.0329415
Dijkstra,251614202,0.246343
Dijkstra,251641795,0.0163751
Dijkstra,251890728,0.1076359
Dijkstra,252438883,0.2192313
Dijkstra,252798911,0.1569171
Dijkstra,253229980,0.1940065
Dijkstra,253753705,0.2344496
Dijkstra,254138678,0.1711835
Dijkstra,254621319,0.2035694
Dijkstra,255063014,0.1836513
Dijkstra,255293843,0.0954505
Dijkstra,255407479,0.0414575
Dijkstra,255461756,0.0200338
Dijkstra,255981641,0.2642611
Dijkstra,256472802,0.2257067
Dijkstra,256679966,0.0922204
Dijkstra,256693233,0.0079894
Dijkstra,257209765,0.2195001
Dijkstra,257450435,0.1054243
Dijkstra,257542683,0.0408961
Dijkstra,257771599,0.1037435
Dijkstra,258117175,0.1662051
Dijkstra,258273775,0.0737493
Dijkstra,258577187,0.1723458
Dijkstra,259035001,0.1978978
Dijkstra,259490322,0.196977
Dijkstra,259975223,0.2187732
Dijkstra,260250552,0.1357713
Dijkstra,260646378,0.2246096
Dijkstra,260748428,0.0524323
Dijkstra,261253432,0.2599719
Dijkstra,261826698,0.2738875
Dijkstra,262010907,0.0823792
Dijkstra,262033849,0.0096607
Dijkstra,262335508,0.1221292
Dijkstra,262561175,0.0950716
Dijkstra,263069638,0.2195953
Dijkstra,263157900,0.0383959
Dijkstra,263539442,0.1891602
Dijkstra,263977432,0.2032109
Dijkstra,264499065,0.2321537
Dijkstra,264966718,0.2103569
Dijkstra,264981513,0.005917
Dijkstra,265313418,0.1445117
Dijkstra,265825120,0.2342872
Dijkstra,266357318,0.2364027
Dijkstra,266811788,0.2010639
Dijkstra,267273554,0.1989337
Dijkstra,267485143,0.092377
Dijkstra,267489822,0.0030794
Dijkstra,267782715,0.1338065
Dijkstra,267849660,0.0279723
Dijkstra,268356940,0.2158092
Dijkstra,268881136,0.2307406
Dijkstra,269389460,0.2771205
Dijkstra,269434900,0.0171469
Dijkstra,269792189,0.1563967
Dijkstra,269883732,0.0389047
Dijkstra,270194743,0.1368066
Dijkstra,270624031,0.187993
Dijkstra,271004342,0.1792776
Dijkstra,271217734,0.1133545
Dijkstra,271343978,0.0689525
Dijkstra,271761155,0.1785951
Dijkstra,271983687,0.099453
Dijkstra,272144847,0.0676098
Dijkstra,272540524,0.1835636
Dijkstra,273031529,0.2199742
Dijkstra,273102630,0.0299441
Dijkstra,273352177,0.1111828
Dijkstra,273529191,0.0744385
Dijkstra,273643490,0.0576121
Dijkstra,274056062,0.194752
Dijkstra,274273448,0.0968161
Dijkstra,274702400,0.191585
Dijkstra,274776738,0.0335625
Dijkstra,274839499,0.0270859
Dijkstra,274946846,0.0431214
Dijkstra,275165300,0.09623
Dijkstra,275168514,0.0017836
Dijkstra,275606961,0.1850303
Dijkstra,276049283,0.1960391
Dijkstra,276311628,0.0986658
Dijkstra,276425802,0.0500362
Dijkstra,276938111,0.2131821
Dijkstra,277096830,0.0651715
Dijkstra,277662446,0.2574563
Dijkstra,277955434,0.1274361
Dijkstra,278409239,0.2087989
Dijkstra,278721351,0.1641535
Dijkstra,279003320,0.1237976
Dijkstra,279148174,0.059972
Dijkstra,279656734,0.2242177
Dijkstra,279795217,0.0570218
Dijkstra,280032097,0.1078027
Dijkstra,280037528,0.0073529
Dijkstra,280293812,0.1281114
Dijkstra,280416857,0.0623293
Dijkstra,280510860,0.0450867
Dijkstra,280699855,0.1003864
Dijkstra,281127740,0.1834759
Dijkstra,281634872,0.2565251
Dijkstra,282062559,0.1747447
Dijkstra,282500167,0.2374159
Dijkstra,282920442,0.1865877
Dijkstra,283400299,0.2056474
Dijkstra,283506662,0.0395046
Dijkstra,283621571,0.0451196
Dijkstra,283694857,0.0316775
Dijkstra,283752162,0.0247142
Dijkstra,284141486,0.1617146
Dijkstra,284689193,0.2365713
Dijkstra,285129977,0.1983598
Dijkstra,285193221,0.0248485
Dijkstra,285455604,0.1105223
Dijkstra,285486691,0.0113052
Dijkstra,285983574,0.225839
Dijkstra,286178931,0.0841591
Dijkstra,286319459,0.060042
Dijkstra,286596249,0.1221167
Dijkstra,286771357,0.0773936
Dijkstra,287152925,0.158574
Dijkstra,287705719,0.2508227
Dijkstra,287834594,0.053856
Dijkstra,287974637,0.060629
Dijkstra,288521796,0.2240148
Dijkstra,288597446,0.0327027
